location_id,name,area,type,latitude,longitude
791,Mini Clinic,Legon Area,Health,5.6674754,-0.1856644
792,Minimarket,Legon Area,Market,5.6277978,-0.1463240
793,Mirage Royale Hotel,East Legon,Landmark,5.6399343,-0.1524408
794,Mishvet Veterinary Home Call Services,University of Ghana,Landmark,5.6468285,-0.1855157
795,Miss Vee,Legon Area,Landmark,5.6498416,-0.2097531
796,MJ Grand Hotel,East Legon,Landmark,5.6353790,-0.1678962
797,MKO.GH Clothing,Legon Area,Landmark,5.6420093,-0.2108594
798,Mobile Money,University of Ghana,Landmark,5.6516696,-0.1890355
799,Mobile Money Operator,Legon Area,Landmark,5.6737914,-0.1821088
800,Modern Fashion,Legon Area,Landmark,5.6304988,-0.1555970
801,Modern language department,University of Ghana,Landmark,5.6494610,-0.1898441
802,Monarch Hotel,East Legon,Landmark,5.6456450,-0.1614363
803,MrWise Autos,East Legon,Landmark,5.6507420,-0.1506992
804,MTN,East Legon,Transport Stop,5.6452846,-0.1562346
805,MTN Mobile Money,Legon Area,Landmark,5.6221657,-0.1746514
806,Museum of Archaelogy,University of Ghana,Landmark,5.6519680,-0.1810821
807,Muslim Prayer Lounge,University of Ghana,Landmark,5.6507792,-0.1933811
808,MycroChemist Pharmacy,East Legon,Health,5.6477194,-0.1515105
809,N Block,University of Ghana,Landmark,5.6547165,-0.1870592
810,Naa's Special Kenkey,Haatso,Restaurant Area,5.6736987,-0.1906602
811,Naagamni Oil,Legon Area,Landmark,5.6412986,-0.2112152
812,Nadel Driving School,East Legon,Landmark,5.6428909,-0.1594404
813,Nailcanta,University of Ghana,Landmark,5.6586113,-0.1810408
814,Nairobi Courts,University of Ghana,Hostel,5.6565606,-0.1805851
815,Najinaram Crescent Lodge,East Legon,Landmark,5.6421855,-0.1749522
816,Nana Boakye,Haatso,Landmark,5.6691225,-0.2055307
817,Narnia FC Park,University of Ghana,Landmark,5.6459129,-0.1822364
818,National Accreditation Board,East Legon,Landmark,5.6454936,-0.1707694
819,National Board for Professional and Technician Examinations,East Legon,Landmark,5.6453852,-0.1702222
820,National Council for Tertiary Education,East Legon,Landmark,5.6458961,-0.1703933
821,National Identification Authority,Legon Area,Landmark,5.6261561,-0.1795007
822,National Investment Bank,East Legon,Service,5.6421460,-0.1628681
823,Nature and Food Development Foundatiom,University of Ghana,Academic,5.6540831,-0.1880742
824,NBlock,University of Ghana,Landmark,5.6546936,-0.1872933
825,New Assembly Hall,Legon Area,Landmark,5.6303656,-0.2111454
826,New Dining Hall,Madina,Landmark,5.6636168,-0.1741570
827,New Goase,Madina,Landmark,5.6648476,-0.1766408
828,New Labs,Madina,Landmark,5.6648111,-0.1753864
829,"New N Block, NNB",University of Ghana,Landmark,5.6559613,-0.1879588
830,NEWBUNGALOW 1,Madina,Landmark,5.6634653,-0.1707244
831,NEWBUNGALOW 2,Madina,Landmark,5.6630038,-0.1707291
832,Nextgen,Legon Area,Landmark,5.6299227,-0.1461625
833,NHYIRA FOODWAYS,Madina,Restaurant,5.6691423,-0.1494924
834,NIB,Legon Area,Service,5.6264316,-0.1550291
835,Night Market,University of Ghana,Market,5.6425034,-0.1862823
836,NNB Washroom,University of Ghana,Landmark,5.6561618,-0.1879508
837,No 1 School Park,Madina,Landmark,5.6753286,-0.1638904
838,Noble House,East Legon,Restaurant,5.6395592,-0.1458940
839,Noguchi Memorial Institute for Medical Research,University of Ghana,Landmark,5.6342209,-0.1833394
840,North Hills International School,Legon Area,Academic,5.6724638,-0.1817056
841,North Legon Hospital,Legon Area,Health,5.6694200,-0.1824545
842,North Legon Little Campus (International School),Legon Area,Academic,5.6717116,-0.1869201
843,North Legon Pre-School,Legon Area,Academic,5.6709614,-0.1829411
844,North Legon Spa & Beauty Salon,Legon Area,Landmark,5.6686110,-0.1824306
845,NourishLab Smoothy's,East Legon,Restaurant Area,5.6415539,-0.1623650
846,Nouveau,East Legon,Landmark,5.6453291,-0.1567128
847,Nubuke Foundation,East Legon,Restaurant,5.6363555,-0.1745988
848,Nududu Restaurant,Haatso,Restaurant,5.6704400,-0.1957172
849,Nyaah Pharmacy,Legon Area,Health,5.6273579,-0.1462456
850,O.K.E Dental Clinic,Legon Area,Landmark,5.6308634,-0.1572307
851,Oak Plaza Hotel,Legon Area,Landmark,5.6330896,-0.1756122
852,Oak Plaza Hotel East Airport,Legon Area,Landmark,5.6262961,-0.1550809
853,Oando,University of Ghana,Landmark,5.6572876,-0.1802505
854,Oasis Park Residences,Legon Area,Landmark,5.6271398,-0.1698751
855,Obaapa Special Food,East Legon,Restaurant Area,5.6412946,-0.1740801
856,Obaatan Pa Womens Hospital,Legon Area,Health,5.6310246,-0.1687017
857,Oceano Restaurant,East Legon,Restaurant,5.6471829,-0.1530583
858,office,University of Ghana,Landmark,5.6496809,-0.1809555
859,Office of The Dean of Students,University of Ghana,Landmark,5.6513197,-0.1876040
860,Offices,East Legon,Landmark,5.6625212,-0.1751617
861,Ohemaa's Square,East Legon,Landmark,5.6411081,-0.1719285
862,Oj's Beans,East Legon,Restaurant Area,5.6480003,-0.1508269
863,Okay Shoes GH,East Legon,Landmark,5.6424091,-0.1630662
864,Okponglo,University of Ghana,Transport Stop,5.6413411,-0.1780914
865,Okponglo Roundabout,University of Ghana,Transport Stop,5.6403652,-0.1837592
866,Okponglo Second Gate,University of Ghana,Transport Stop,5.6377339,-0.1773751
867,Old Dining Hall,East Legon,Landmark,5.6623707,-0.1739728
868,Old Labs 1,Madina,Landmark,5.6633624,-0.1752015
869,Old Labs 2,Madina,Landmark,5.6636307,-0.1753231
870,Old law faculty,University of Ghana,Landmark,5.6528538,-0.1815174
871,Old School Library,East Legon,Academic,5.6625886,-0.1745647
872,Olive Height Hotel,Legon Area,Landmark,5.6487631,-0.2113139
873,Omni Bank,East Legon,Service,5.6436642,-0.1476870
874,Omotche Lodge,Legon Area,Hostel,5.6716443,-0.1858096
875,Onyame Adom,East Legon,Market,5.6457420,-0.1493090
876,Opportunities Industrialization Centers Ghana (OIC Ghana),Legon Area,Academic,5.6283074,-0.1660946
877,Options,Legon Area,Market,5.6592188,-0.2062920
878,Options Mart,Legon Area,Market,5.6278841,-0.1723196
879,Orca,Legon Area,Landmark,5.6298215,-0.1485933
880,Organisation of African Trade Union Unity O.A.T.U.U,Legon Area,Landmark,5.6219566,-0.1866256
881,Oriental,Legon Area,Restaurant,5.6263855,-0.1537051
882,Orzzy Ventures,Madina,Landmark,5.6735583,-0.1462547
883,Owusu-Parry House,Madina,Academic,5.6641032,-0.1730467
884,P.E Department,Madina,Landmark,5.6617549,-0.1766909
885,Padthai Restaurant,East Legon,Restaurant,5.6373480,-0.1542760
886,Pakoo Collection,Haatso,Landmark,5.6735704,-0.1904462
887,Palace,Madina,Landmark,5.6678247,-0.1781724
888,Palace Car Park,Madina,Transport Stop,5.6675543,-0.1780220
889,Palace Home Decor,Legon Area,Landmark,5.6270576,-0.1545446
890,Palace Hypermarket,Legon Area,Market,5.6252632,-0.1538574
891,Panacea Pharmacy,Legon Area,Health,5.6577641,-0.2075202
892,Papa's Pizza,East Legon,Restaurant Area,5.6436328,-0.1581806
893,Papagu House,Legon Area,Landmark,5.6375126,-0.2134103
894,Papawo,Haatso,Transport Stop,5.6674674,-0.1981842
895,Papaye,Legon Area,Restaurant Area,5.6670197,-0.1870428
896,Part Vista,Legon Area,Landmark,5.6674183,-0.1822233
897,Pawn Shop,Legon Area,Landmark,5.6264521,-0.1548401
898,Payless ShoeSource,Legon Area,Landmark,5.6217622,-0.1732612
899,Peace Clinic,Madina,Landmark,5.6700657,-0.1600853
900,Pent Food Court,University of Ghana,Restaurant,5.6562040,-0.1806730
901,Pentagon Block A,University of Ghana,Hostel,5.6576524,-0.1820183
902,Pentagon Block B,University of Ghana,Hostel,5.6589034,-0.1821107
903,Pentagon Block C,University of Ghana,Hostel,5.6582999,-0.1809390
904,Pentecost,Haatso,Transport Stop,5.6695820,-0.2054838
905,PeterPan,Legon Area,Restaurant Area,5.6327205,-0.1565220
906,Pharmacy,Haatso,Transport Stop,5.6604455,-0.2060712
907,Pharmarcy,Haatso,Transport Stop,5.6606307,-0.2060374
908,Physics,University of Ghana,Academic,5.6519893,-0.1858952
909,"Physics Department, University of Ghana",University of Ghana,Landmark,5.6510855,-0.1856901
910,Pill Point,Madina,Health,5.6678356,-0.1774716
911,Pillpoint Pharmacy (Retail),East Legon,Health,5.6470772,-0.1689755
912,Pilosoft Services,University of Ghana,Landmark,5.6511865,-0.1794882
913,Pink Panda,East Legon,Landmark,5.6588773,-0.1530284
914,Pinkberry,Legon Area,Landmark,5.6670054,-0.1801056
915,Pinocchio,East Legon,Restaurant,5.6371601,-0.1499783
916,Pizza Hut,Legon Area,Restaurant Area,5.6248463,-0.1532888
917,Pizza Inn,Legon Area,Restaurant Area,5.6223279,-0.1732758
918,Pizzaman-Chickenman,Legon Area,Restaurant Area,5.6669912,-0.1801479
919,PK Beauty Salon,Haatso,Landmark,5.6678147,-0.2094610
920,Platinum Steam Car Wash,Haatso,Landmark,5.6601644,-0.2064268
921,Police Container,Legon Area,Transport Stop,5.6573176,-0.2075698
922,Political Science Department,University of Ghana,Academic,5.6548594,-0.1864065
923,Porcer Ghana Limited,East Legon,Landmark,5.6412235,-0.1747203
924,Porter's lodge,University of Ghana,Landmark,5.6347639,-0.1992156
925,Ports,Legon Area,Landmark,5.6276385,-0.1579494
926,Ports For Sell,Legon Area,Landmark,5.6302703,-0.1602027
927,Post Box,Haatso,Transport Stop,5.6616210,-0.2055429
928,Power House,University of Ghana,Transport Stop,5.6560636,-0.1801477
929,Presbyterian Boys' Senior High School,Madina,Academic,5.6637866,-0.1728405
930,Presbyterian Church Shiashie,Legon Area,Landmark,5.6314792,-0.1697842
931,Presec,Madina,Transport Stop,5.6617587,-0.1783598
932,Prestige Hostel,East Legon,Hostel,5.6596149,-0.1670739
933,Pretty Wings,East Legon,Restaurant Area,5.6352536,-0.1494572
934,Prince Furniture,East Legon,Landmark,5.6414905,-0.1710185
935,Princess Diana Memorial School,East Legon,Academic,5.6470435,-0.1488796
936,Printing Shop,University of Ghana,Landmark,5.6499650,-0.1868512
937,Prolife Chinese Acupuncture Clinic,East Legon,Health,5.6601658,-0.1517444
938,Providence Baptist Church,Legon Area,Landmark,5.6409310,-0.2124208
939,Prudential Bank,University of Ghana,Service,5.6429477,-0.1859194
940,Prudential Bank Haatso,Haatso,Service,5.6668143,-0.2043700
941,Psychology Department,University of Ghana,Academic,5.6550778,-0.1867541
942,PTA Block,Madina,Landmark,5.6645470,-0.1744253
943,PTA House,Madina,Landmark,5.6650985,-0.1718941
944,Public Affairs Directorate,University of Ghana,Landmark,5.6510658,-0.1954203
945,Puma,Haatso,Landmark,5.6679370,-0.2082338
946,Puplampu,Legon Area,Transport Stop,5.6328306,-0.1726730
947,Pure Fire,Legon Area,Transport Stop,5.6378831,-0.2118914
948,Pure Fire Miracles Ministries International,Legon Area,Landmark,5.6382787,-0.2119595
949,Quality Care,East Legon,Health,5.6377095,-0.1619128
950,Queen's Hut,Madina,Landmark,5.6710221,-0.1788453
951,Queen's International School,East Legon,Academic,5.6375238,-0.1480143
952,Rabbonny Driving School,Madina,Landmark,5.6705085,-0.1754049
953,Radford University College,East Legon,Academic,5.6378571,-0.1714394
954,Radiance Pharmacy,Legon Area,Health,5.6686491,-0.1880574
955,Radio Univers,University of Ghana,Landmark,5.6517917,-0.1809960
956,Rainforest Market,East Legon,Landmark,5.6418095,-0.1582814
957,Rapidwash Laundry,Legon Area,Landmark,5.6678454,-0.1882260
958,Ready,Legon Area,Landmark,5.6486706,-0.2105045
959,Real Deals Limited,Haatso,Landmark,5.6678825,-0.2044893
960,Rebeacon Chemists,Haatso,Landmark,5.6665364,-0.2047808
961,Rebeacon Chemists Limited,Haatso,Health,5.6659402,-0.2042964
962,Red Cotton,East Legon,Landmark,5.6414078,-0.1737372
963,Rehoboth washroom,Legon Area,Landmark,5.6717212,-0.1881765
964,Republic Bank,University of Ghana,Service,5.6432313,-0.1849777
965,Rest station,University of Ghana,Landmark,5.6517496,-0.1890346
966,Restaurant T.P.,East Legon,Restaurant,5.6437831,-0.1483961
967,Rhamshiv Pharmacy,East Legon,Health,5.6412601,-0.1739646
968,Riis House,East Legon,Academic,5.6627133,-0.1720784
969,Riis House Common Room,East Legon,Academic,5.6627360,-0.1724137
970,RIPS building,University of Ghana,Landmark,5.6545122,-0.1841246
971,River View Car Wash,Haatso,Landmark,5.6673761,-0.2136655
972,ROD Forex Bureau,East Legon,Landmark,5.6410696,-0.1737806
973,Rodinný dům,Legon Area,Landmark,5.6304706,-0.1736670
974,Ronsard School,East Legon,Academic,5.6350251,-0.1642425
975,Rowies,Haatso,Restaurant Area,5.6702372,-0.2112982
976,Royal Cafe Restaurant,East Legon,Restaurant,5.6457476,-0.1569449
977,Royal Emperor,East Legon,Restaurant,5.6399694,-0.1759748
978,Royal Furnishers,Legon Area,Landmark,5.6359878,-0.2144498
979,Royal furniture Limited,Legon Area,Landmark,5.6281784,-0.1701386
980,Royal Masters Fast Food,Haatso,Restaurant Area,5.6675493,-0.2044761
981,Royal Palm Groove Lodge,Legon Area,Landmark,5.6450762,-0.2107812
982,Royal Rechester,Legon Area,Landmark,5.6340065,-0.1526104
983,Royal Rose,Legon Area,Restaurant,5.6223992,-0.1733230
984,"RSGIS Lab, Legon",University of Ghana,Landmark,5.6513090,-0.1835385
985,Rubis Wardrobe,Legon Area,Landmark,5.6371799,-0.2135819
986,Rubyway Hotel,East Legon,Landmark,5.6595874,-0.1530876
987,Ruki's Salon,Madina,Landmark,5.6747281,-0.1787979
988,"Résidence ""U"" Hotel",Haatso,Landmark,5.6716579,-0.1962588
989,S R Tonni,East Legon,Landmark,5.6421369,-0.1630510
990,saint thomas acquinas,University of Ghana,Landmark,5.6546532,-0.1900392
991,SalmaRise,Legon Area,Landmark,5.6684864,-0.1852684
992,Salmarise Hotel,Legon Area,Landmark,5.6684241,-0.1855633
993,Sam Art,Legon Area,Landmark,5.6233867,-0.1680778
994,Samsung shop,University of Ghana,Market,5.6376514,-0.1844502
995,Santoku,Legon Area,Restaurant,5.6203428,-0.1783181
996,Sarbah field,University of Ghana,Landmark,5.6463301,-0.1886265
997,Sarbah Hall Main,University of Ghana,Landmark,5.6459818,-0.1875043
998,Sarbah Main,University of Ghana,Residential Area,5.6454114,-0.1875467
999,SARS Cakes and Decor,Legon Area,Landmark,5.6749600,-0.1831406
1000,Save the Nation's Sight Clinic,East Legon,Health,5.6584216,-0.1558020
1001,Scentopia,Legon Area,Landmark,5.6219066,-0.1736781
1002,School of Communication Studies,University of Ghana,Academic,5.6517512,-0.1812907
1003,School of Engineering Sciences,University of Ghana,Academic,5.6555123,-0.1830511
1004,School of Law,University of Ghana,Landmark,5.6542111,-0.1831612
1005,School Of Nursing and Midwifery,University of Ghana,Landmark,5.6535189,-0.1900925
1006,School of Performing Art,University of Ghana,Academic,5.6496935,-0.1811913
1007,School of Performing Arts,University of Ghana,Landmark,5.6497264,-0.1813383
1008,School of Public Service & Governance,University of Ghana,Academic,5.6357070,-0.2013451
1009,School of Social Science,University of Ghana,Academic,5.6550638,-0.1873306
1010,School of Technology,University of Ghana,Landmark,5.6351050,-0.2012336
1011,SCHOOL'S BASKETBALL COURT,Madina,Landmark,5.6637934,-0.1731071
1012,Science Resource Centre,Madina,Landmark,5.6645238,-0.1749672
1013,Second Cup,Legon Area,Restaurant,5.6257578,-0.1538178
1014,Security post,East Legon,Landmark,5.6506515,-0.1653862
1015,Sel,East Legon,Landmark,5.6421383,-0.1624193
1016,Selasi,Haatso,Transport Stop,5.6746003,-0.1908777
1017,Selina,East Legon,Transport Stop,5.6446871,-0.1570393
1018,Selina Lodge,East Legon,Landmark,5.6445593,-0.1569060
1019,SESA Collection Point - Beulah Methodist Church,Legon Area,Landmark,5.6535368,-0.2125357
1020,Sey frontage,University of Ghana,Transport Stop,5.6357375,-0.1878314
1021,SG-SSB,University of Ghana,Service,5.6478457,-0.1789641
1022,SGL Royal Kapita,East Legon,Service,5.6384290,-0.1719767
1023,SH Event Managemet,Legon Area,Landmark,5.6747471,-0.1844630
1024,Sheikina Avenue,Madina,Landmark,5.6685661,-0.1514397
1025,Shell,Legon Area,Landmark,5.6211065,-0.1845306
1026,Shiashi Taxi Station,Legon Area,Landmark,5.6273147,-0.1758888
1027,Shiashie,Legon Area,Transport Stop,5.6276839,-0.1764355
1028,Shoprite,Legon Area,Market,5.6216545,-0.1737286
1029,Sigma Square,Legon Area,Landmark,5.6308883,-0.1570967
1030,Sign board,Legon Area,Transport Stop,5.6521095,-0.2093378
1031,Silver Hair Barber Shop,Legon Area,Landmark,5.6674728,-0.1855852
1032,Silver Kleen Laundry,Legon Area,Landmark,5.6730352,-0.1860242
1033,SimaBrew,Haatso,Landmark,5.6649572,-0.2047223
1034,"Sir John New Office Complex, Forestry Commission",Legon Area,Landmark,5.6404158,-0.2080436
1035,Sky Bar 25,Legon Area,Landmark,5.6204444,-0.1776265
1036,SkyWings,Legon Area,Restaurant,5.6748969,-0.1818337
1037,Slessor House,Legon Area,Landmark,5.6270860,-0.2104688
1038,SMAC Sports Center,Legon Area,Landmark,5.6232037,-0.1706263
1039,small food vendor,University of Ghana,Restaurant,5.6484043,-0.1854504
1040,Sneda Shopping,Legon Area,Market,5.6265207,-0.1511596
1041,Soccabet,Legon Area,Landmark,5.6213614,-0.1740639
1042,Social Work Department,University of Ghana,Academic,5.6549353,-0.1876084
1043,Societe Generale Ghana,Legon Area,Service,5.6299153,-0.1731851
1044,"Societe Generale Ghana, Madina Branch",Madina,Service,5.6718578,-0.1746358
1045,Soil Science,University of Ghana,Landmark,5.6501238,-0.1847996
1046,Solcal,East Legon,Landmark,5.6410621,-0.1725576
1047,Solutions Pharmaceuticals Limited,University of Ghana,Health,5.6409902,-0.1774232
1048,Sonant Court Hotel,East Legon,Landmark,5.6354327,-0.1502742
1049,Spanner,Legon Area,Transport Stop,5.6205060,-0.1764853
1050,Spintex Junction,Legon Area,Transport Stop,5.6212341,-0.1749921
1051,Spintex Police Station,Legon Area,Landmark,5.6293575,-0.1467767
1052,Spring Field,Legon Area,Landmark,5.6259727,-0.1536830
1053,SRC Union Building,University of Ghana,Landmark,5.6469645,-0.1877165
1054,St Kem Pharmacy,Legon Area,Health,5.6680847,-0.1818992
1055,St Michael's Fruit Juice Bar,East Legon,Landmark,5.6473721,-0.1607270
1056,St. Andrews Basic School,Madina,Academic,5.6665841,-0.1701748
1057,St. Mark School,East Legon,Academic,5.6596193,-0.1525114
1058,St. Maur Community School,Legon Area,Academic,5.6387655,-0.2099616
1059,St. Thomas Aquinas Catholic Church,University of Ghana,Landmark,5.6547389,-0.1903462
1060,Stable Rock,Legon Area,Landmark,5.6710667,-0.1896517
1061,Stages,Haatso,Transport Stop,5.6675267,-0.2061437
1062,Stages Bar and Restaurant,Haatso,Restaurant,5.6672267,-0.2059991
1063,Stanbic,University of Ghana,Service,5.6600823,-0.1774304
1064,Stanbic Bank,University of Ghana,Service,5.6429557,-0.1855191
1065,Standard Board,University of Ghana,Transport Stop,5.6308258,-0.1765926
1066,Standard Chartered,University of Ghana,Service,5.6508919,-0.1864861
1067,Standard Chartered ATM,Legon Area,Service,5.6678701,-0.1881448
1068,Standard Chartered Bank,Madina,Service,5.6715566,-0.1747293
1069,Standard Chartered Digital Hub,Legon Area,Service,5.6576255,-0.2075617
1070,Standford SEED Innovation Center,Legon Area,Academic,5.6209321,-0.1852982
1071,Star Madrid,East Legon,Landmark,5.6455700,-0.1457321
1072,Starbites,Haatso,Restaurant Area,5.6620483,-0.2053779
1073,Starbites Dzorwulu,Legon Area,Restaurant,5.6210799,-0.1846792
1074,Starbites Food & Drink,Legon Area,Restaurant,5.6337653,-0.1491498
1075,StarOil,Madina,Landmark,5.6749848,-0.1514352
1076,Statistics,University of Ghana,Landmark,5.6540123,-0.1840856
1077,Sty Hotel,East Legon,Landmark,5.6409080,-0.1523348
1078,Supermarket,Haatso,Transport Stop,5.6673746,-0.1960281
1079,Sweet Roses,Legon Area,Landmark,5.6263473,-0.1535401
1080,SWISE AUTOWORLD,East Legon,Landmark,5.6507284,-0.1506993
1081,Sy Tris Bookshop,East Legon,Landmark,5.6409997,-0.1520947
1082,T-TEL - Transforming Teacher Education and Learning,East Legon,Landmark,5.6421042,-0.1579428
1083,Taches Restaurant,East Legon,Restaurant,5.6446164,-0.1483178
1084,Talestal,Haatso,Landmark,5.6747820,-0.2031085
1085,Taste of Africa,Madina,Restaurant,5.6675139,-0.1785268
1086,Tata Motors,Legon Area,Landmark,5.6217148,-0.1827743
1087,Taxi Stand,Legon Area,Landmark,5.6209001,-0.1744888
1088,Taxi Station,East Legon,Landmark,5.6485354,-0.1499677
1089,Tayiba Restaurant,Legon Area,Restaurant,5.6668923,-0.1884370
1090,Telecel,East Legon,Landmark,5.6415815,-0.1518268
1091,Telefonica,Legon Area,Landmark,5.6226258,-0.1731406
1092,Tender Sprout Internarional School,East Legon,Academic,5.6370433,-0.1617597
1093,Tender Sprout International School,Legon Area,Academic,5.6329377,-0.1575384
1094,Tetteh Quarshie / Roundabout,Legon Area,Transport Stop,5.6240242,-0.1738463
1095,Tetteh Quarshie Art Market,Legon Area,Landmark,5.6223984,-0.1798134
1096,TF,Legon Area,Transport Stop,5.6673667,-0.1825130
1097,Thai House Krua Thai Restaurant,East Legon,Restaurant,5.6386067,-0.1451231
1098,Thai Massage Ghana,Legon Area,Landmark,5.6347041,-0.1532058
1099,The Accra Goods Market,Legon Area,Landmark,5.6325897,-0.1579945
1100,The Baby Nest,Legon Area,Landmark,5.6577032,-0.2071571
1101,The Babynest School,East Legon,Academic,5.6428393,-0.1579471
1102,The Balme Library,University of Ghana,Academic,5.6520209,-0.1870796
1103,The Car Buddy Ghana Limited,Legon Area,Landmark,5.6328451,-0.1502513
1104,The Church of Pentecost,Haatso,Landmark,5.6696166,-0.2051833
1105,The Cuppycake House,East Legon,Landmark,5.6412743,-0.1742496
1106,The curch of Pentecost Peniel Assembly,East Legon,Landmark,5.6423876,-0.1581953
1107,The Eagle of International Ministries,Legon Area,Landmark,5.6268736,-0.1836684
1108,The Famer's Market,Legon Area,Landmark,5.6281464,-0.1702797
1109,The Gallery,Legon Area,Residential Area,5.6260773,-0.1715644
1110,The Grand,Legon Area,Landmark,5.6242866,-0.1660892
1111,The Home Foods,Legon Area,Restaurant,5.6262718,-0.1535087
1112,"The Institute of Chartered Accountants, Ghana",East Legon,Academic,5.6428233,-0.1706376
1113,The Keeper's House Chapel International,Madina,Landmark,5.6730011,-0.1598361
1114,The Kufuor Centre For Leadership and Governance,University of Ghana,Landmark,5.6552391,-0.1821466
1115,The Masters School,Haatso,Academic,5.6722218,-0.2010498
1116,The Methodist Church Legon East,East Legon,Landmark,5.6429775,-0.1575784
1117,The Money Shop,Legon Area,Landmark,5.6713483,-0.1896517
1118,The Office of the Provost of College of Education (ISSER Annex),University of Ghana,Landmark,5.6553529,-0.1842112
1119,The Perfume Shop,Haatso,Landmark,5.6652795,-0.2043286
1120,The President Eatery And Bar,Madina,Restaurant,5.6630617,-0.1605097
1121,The Revelation Church,East Legon,Landmark,5.6420932,-0.1567190
1122,The Sanneh Institute,Legon Area,Academic,5.6690023,-0.1860096
1123,The WatchShop,East Legon,Landmark,5.6595644,-0.1669022
1124,Throne of Gold,Legon Area,Landmark,5.6713895,-0.1827461
1125,tickels restaurant,University of Ghana,Restaurant,5.6380309,-0.1847940
1126,Ticket booth,Legon Area,Transport Stop,5.6342154,-0.1455015
1127,Tigo Experience Center,East Legon,Landmark,5.6354500,-0.1722322
1128,Timen's Farmers Market,East Legon,Landmark,5.6414333,-0.1527512
1129,Tomreik Hotel,Legon Area,Landmark,5.6318170,-0.1725411
1130,Total,East Legon,Landmark,5.6423029,-0.1519700
1131,Total Atomic Junction,Madina,Landmark,5.6670238,-0.1783964
1132,Total Haatso,Haatso,Landmark,5.6678005,-0.2055111
1133,Tracy's Kitchen,Haatso,Restaurant,5.6749439,-0.1912007
1134,Transition,Haatso,Landmark,5.6671845,-0.2145609
1135,Transitions,Haatso,Landmark,5.6669469,-0.2144857
1136,Translight Solar Limited,East Legon,Landmark,5.6548841,-0.1507674
1137,Tribeca Hotel,East Legon,Landmark,5.6404604,-0.1611998
1138,Trinity Baptist Church,East Legon,Landmark,5.6585354,-0.1679059
1139,Trinity Theological Seminary,East Legon,Academic,5.6539399,-0.1674078
1140,Trinity United Church Legon,East Legon,Landmark,5.6534507,-0.1668786
1141,Truck 360,Legon Area,Landmark,5.6260245,-0.1565970
1142,True Love School,East Legon,Landmark,5.6442349,-0.1542148
1143,TS Lodgings,Legon Area,Landmark,5.6203469,-0.1525382
1144,Tulip Inn,University of Ghana,Landmark,5.6280342,-0.1786347
1145,Tullow,Legon Area,Transport Stop,5.6217735,-0.1808284
1146,Twist & Locs Natural Hair Salon,East Legon,Landmark,5.6467971,-0.1502788
1147,Twumasiwaa Hospital,East Legon,Health,5.6595378,-0.1480889
1148,UBA,East Legon,Service,5.6402645,-0.1654227
1149,UCT,Legon Area,Landmark,5.6282387,-0.1480326
1150,UG Gymnasium,University of Ghana,Landmark,5.6397542,-0.1814098
1151,UGBS Car Parking Lot,University of Ghana,Transport Stop,5.6528429,-0.1889923
1152,UGBS extention,University of Ghana,Landmark,5.6527842,-0.1880690
1153,UGBS Graduate Campus,University of Ghana,Academic,5.6587369,-0.1776197
1154,Ultimate Furniture City,East Legon,Landmark,5.6413651,-0.1619526
1155,Umar al Mukhtar Mosque,East Legon,Landmark,5.6404046,-0.1568418
1156,UMB,University of Ghana,Service,5.6426031,-0.1854765
1157,Uni-Life Supermarket,Madina,Market,5.6660339,-0.1647568
1158,Unicom,Legon Area,Health,5.6678207,-0.1885677
1159,UNIMAC campus,Legon Area,Academic,5.6226758,-0.1870562
1160,University Fire Station Legon,University of Ghana,Landmark,5.6484568,-0.1812207
1161,University of Ghana,University of Ghana,Academic,5.6467437,-0.1871994
1162,University of Ghana banking square,University of Ghana,Landmark,5.6427826,-0.1856730
1163,University of Ghana Basic School,University of Ghana,Academic,5.6425000,-0.1878121
1164,University of Ghana Bookshop,University of Ghana,Landmark,5.6511190,-0.1866546
1165,University of Ghana Botanical Gardens,University of Ghana,Landmark,5.6608390,-0.1865762
1166,University of Ghana Business School,University of Ghana,Academic,5.6528087,-0.1886270
1167,University of Ghana Computing Systems (UGCS),University of Ghana,Landmark,5.6521873,-0.1880646
1168,University of Ghana Guest Centre,University of Ghana,Landmark,5.6449194,-0.1900399
1169,University of Ghana Hospital,University of Ghana,Health,5.6517246,-0.1781069
1170,University of Ghana Medical Center Limited,University of Ghana,Health,5.6318638,-0.1859247
1171,University of Ghana Registry,University of Ghana,Landmark,5.6502253,-0.1953859
1172,University of Ghana Small Animal Teaching Hospital,Legon Area,Landmark,5.6666772,-0.1858104
1173,University of Ghana Sports Directorate,University of Ghana,Landmark,5.6397580,-0.1815233
1174,University of Ghana Sports Stadium,University of Ghana,Landmark,5.6390295,-0.1800851
1175,"University of Professional Studies, Accra",East Legon,Academic,5.6613946,-0.1664364
1176,University Primary Roundabout,University of Ghana,Transport Stop,5.6435866,-0.1893731
1177,University Staff House,East Legon,Landmark,5.6527350,-0.1744216
1178,Untamed Empire,Legon Area,Landmark,5.6247183,-0.1669495
1179,UPS,East Legon,Transport Stop,5.6598598,-0.1666827
1180,UPSA,East Legon,Hostel,5.6590136,-0.1717807
1181,UPSA Taxi Rank,University of Ghana,Transport Stop,5.6601900,-0.1779885
1182,Valco Trust Hostel Phase 1,University of Ghana,Hostel,5.6447561,-0.1868834
1183,Valco Trust Hostel Phase 2,University of Ghana,Hostel,5.6442141,-0.1868522
